184	biblio-1000423	Caso Clínico: Carcinoma Papilar Sólido de Mama	INTRODUCCIÓN: El carcinoma papilar sólido de mama es un subtipo poco frecuente de carcinomas mamarios representando el 1 ­ 2 % y principalmente en mujeres postmenopáusicas. Su diagnóstico desde el punto de vista clínico, imagenológico y patológico es difícil. El tratamiento no está estandarizado por el bajo porcentaje de casos reportados, actualmente es aceptada la cirugía conservadora, la radioterapia, existiendo controversia en la hormonoterapia y el vaciamiento axilar, pues las metástasis ganglionares ascienden únicamente al 2 %. Su pronóstico es bueno y la complicación más común es la recidiva local. CASO CLÍNICO: Paciente femenina de 80 años, acudió a consulta por presentar una masa a nivel de mama izquierda al realizarse una autoexploración, donde identificó un nódulo de 2 cm aproximadamente. EVOLUCIÓN: Se realizó una mamografía, ecografía mamaria y la citología mamaria que dio como resultado un tumor, inicialmente se consideró como Phyllodes. Tras el diagnóstico se realizó una lumpectomía, y la patología de la pieza quirúrgica fue de un carcinoma papilar sólido, luego recibió radioterapia y vigilancia médica. CONCLUSIÓN: La autoexploración fue un pilar fundamental en el diagnóstico de este caso y alertó a la paciente a buscar valoración médica. Al tratarse de un caso poco frecuente el diagnóstico definitivo fue la patología.	2018-07-01 00:00:00	2019-06-26 00:00:00	EC163	['Humanos', 'Femenino', 'Neoplasias de la Mama', 'Terapia Combinada', 'Diagnóstico', 'Terapéutica', 'Mastectomía Segmentaria']	['Terapéutica', 'Mastectomía Segmentaria']
184	biblio-1000424	Caso Clínico: Carcinoma Papilar Sólido de Mama	INTRODUCCIÓN: El carcinoma papilar sólido de mama es un subtipo poco frecuente de carcinomas mamarios representando el 1 ­ 2 % y principalmente en mujeres postmenopáusicas. Su diagnóstico desde el punto de vista clínico, imagenológico y patológico es difícil. El tratamiento no está estandarizado por el bajo porcentaje de casos reportados, actualmente es aceptada la cirugía conservadora, la radioterapia, existiendo controversia en la hormonoterapia y el vaciamiento axilar, pues las metástasis ganglionares ascienden únicamente al 2 %. Su pronóstico es bueno y la complicación más común es la recidiva local. CASO CLÍNICO: Paciente femenina de 80 años, acudió a consulta por presentar una masa a nivel de mama izquierda al realizarse una autoexploración, donde identificó un nódulo de 2 cm aproximadamente. EVOLUCIÓN: Se realizó una mamografía, ecografía mamaria y la citología mamaria que dio como resultado un tumor, inicialmente se consideró como Phyllodes. Tras el diagnóstico se realizó una lumpectomía, y la patología de la pieza quirúrgica fue de un carcinoma papilar sólido, luego recibió radioterapia y vigilancia médica. CONCLUSIÓN: La autoexploración fue un pilar fundamental en el diagnóstico de este caso y alertó a la paciente a buscar valoración médica. Al tratarse de un caso poco frecuente el diagnóstico definitivo fue la patología.	2018-07-01 00:00:00	2019-06-26 00:00:00	EC163	['Humanos', 'Femenino', 'Neoplasias de la Mama', 'Terapia Combinada', 'Diagnóstico', 'Terapéutica', 'Mastectomía Segmentaria']	['Terapéutica', 'Mastectomía Segmentaria']
403	biblio-1002626	Modificaciones del trazado electrocardiográfico y la contractilidad cardíaca en pacientes con cardiopatía isquémica rehabilitados mediante ejercicio físico	Se realizó una investigación descriptiva, longitudinal y prospectiva de 41 pacientes con antecedentes de infarto agudo del miocardio, que formaron parte de un programa de rehabilitación cardiovascular en el Servicio de Terapia Física y Rehabilitación del Hospital General Docente Dr Juan Bruno Zayas Alfonso de Santiago de Cuba, desde mayo de 2017 hasta igual mes de 2018, con vistas a evaluar el efecto del entrenamiento físico sobre la función cardiovascular de estos. Se examinó la función cardiovascular a través del ecocardiograma y el electrocardiograma, antes y después de aplicado el programa, y al final del estudio se obtuvo una modificación positiva de las variables eco- y electrocardiográficas, con un mayor grado de recuperación de la contractilidad segmentaria. Pudo concluirse que el programa tuvo un papel importante en la restauración de la función cardíaca y, con ello, se mejoró la capacidad física y psicológica de los pacientes, de manera que fue beneficioso para estos y para la sociedad.	2019-02-01 00:00:00	2019-03-06 00:00:00	CU418.1	['Humanos', 'Masculino', 'Femenino', 'Isquemia Miocárdica', 'Electrocardiografía', 'Terapia por Ejercicio', 'Contracción Miocárdica', 'Infarto del Miocardio', 'Ejercicio', 'Epidemiología Descriptiva', 'Estudios Prospectivos', 'Estudios Longitudinales']	['Ejercicio', 'Epidemiología Descriptiva', 'Estudios Prospectivos', 'Estudios Longitudinales']
396	biblio-1005109	Anomalía de Ebstein en diagnóstico prenatal	Se presentó una gestante de 26 años de edad, mestiza, con antecedente de salud aparente evaluada en consulta de asesoramiento genético comunitaria con riesgo incrementado por exposición a teratógenos y mutágenos, que en la ecografía fetal del segundo trimestre se identificaron alteraciones cardiovasculares que pudieron estar relacionadas con anomalía de Ebstein. Este diagnóstico fue confirmado en el Centro Provincial de Genética Médica de Guantánamo y, posteriormente, en Santiago de Cuba. A pesar de ser una cardiopatía congénita poco frecuente, se consideraron: la intensificación de las acciones en la atención prenatal precoz de las gestantes en la comunidad, la realización y cumplimiento de los programas prenatales existentes en nuestro país, principalmente los ultrasonidos prenatales que continúan siendo el examen complementario de elección y ofrecer el asesoramiento genético específico en las familias afectadas(AU)	2018-01-01 00:00:00	2019-06-28 00:00:00	CU419.1	['Humanos', 'Femenino', 'Embarazo', 'Diagnóstico Prenatal', 'Anomalía de Ebstein', 'Atención Prenatal', 'Cardiopatías Congénitas']	['Atención Prenatal', 'Cardiopatías Congénitas']
344	biblio-1005326	Enfrentamiento de mujeres que viviendo el cáncer de mama	"OBJETIVO: conocer cómo las mujeres reciben el diagnóstico del cáncer de mama. MÉTODO: Estudio cualitativo que utilizó como referencial teórico el Interaccionismo Simbólico y, como metodológico, la Teoría Fundamentada en Datos. Se entrevistaron a trece mujeres en quimioterapia de un municipio minero, en el mes de enero de 2014 y, tras el análisis, surgió la teoría ""Para vivir el cáncer de mama es necesario que haya un enfrentamiento"". RESULTADOS: la metodología permitió la discusión en tres categorias para debate de la teoría. Son ellas: recibiendo la noticia del diagnóstico y de la necesidad de los tratamientos; adaptación al tratamiento; experiencias anteriores frente a la enfermedad. Verificamos que el enfrentamiento surgió en todas las etapas de la enfermedad como forma de superar los tratamientos y los aspectos sociales que el cáncer aporta. CONCLUSIÓN: La teoría construída en este estudio demuestra que la mujer que vive el cáncer de mama utiliza la resiliencia para enfrentar la sociedad; la familia para el soporte; y los aspectos de la experiencia de vida. Este estudio contribuye a impulsar cambios, transformaciones e innovaciones, tanto a nivel personal, como profesional e institucional en la asistencia a esas mujeres"	2019-01-01 00:00:00	2019-07-01 00:00:00	BR1259.1	['Humanos', 'Femenino', 'Neoplasias de la Mama', 'Enfermería', 'Diagnóstico']	0
344	biblio-1005327	Enfrentamiento de mujeres que viviendo el cáncer de mama	"OBJETIVO: conocer cómo las mujeres reciben el diagnóstico del cáncer de mama. MÉTODO: Estudio cualitativo que utilizó como referencial teórico el Interaccionismo Simbólico y, como metodológico, la Teoría Fundamentada en Datos. Se entrevistaron a trece mujeres en quimioterapia de un municipio minero, en el mes de enero de 2014 y, tras el análisis, surgió la teoría ""Para vivir el cáncer de mama es necesario que haya un enfrentamiento"". RESULTADOS: la metodología permitió la discusión en tres categorias para debate de la teoría. Son ellas: recibiendo la noticia del diagnóstico y de la necesidad de los tratamientos; adaptación al tratamiento; experiencias anteriores frente a la enfermedad. Verificamos que el enfrentamiento surgió en todas las etapas de la enfermedad como forma de superar los tratamientos y los aspectos sociales que el cáncer aporta. CONCLUSIÓN: La teoría construída en este estudio demuestra que la mujer que vive el cáncer de mama utiliza la resiliencia para enfrentar la sociedad; la familia para el soporte; y los aspectos de la experiencia de vida. Este estudio contribuye a impulsar cambios, transformaciones e innovaciones, tanto a nivel personal, como profesional e institucional en la asistencia a esas mujeres"	2019-01-01 00:00:00	2019-07-01 00:00:00	BR1259.1	['Humanos', 'Femenino', 'Neoplasias de la Mama', 'Enfermería', 'Diagnóstico']	0
396	biblio-1005962	Anomalía de Ebstein en diagnóstico prenatal	Se presentó una gestante de 26 años de edad, mestiza, con antecedente de salud aparente evaluada en consulta de asesoramiento genético comunitaria con riesgo incrementado por exposición a teratógenos y mutágenos, que en la ecografía fetal del segundo trimestre se identificaron alteraciones cardiovasculares que pudieron estar relacionadas con anomalía de Ebstein. Este diagnóstico fue confirmado en el Centro Provincial de Genética Médica de Guantánamo y, posteriormente, en Santiago de Cuba. A pesar de ser una cardiopatía congénita poco frecuente, se consideraron: la intensificación de las acciones en la atención prenatal precoz de las gestantes en la comunidad, la realización y cumplimiento de los programas prenatales existentes en nuestro país, principalmente los ultrasonidos prenatales que continúan siendo el examen complementario de elección y ofrecer el asesoramiento genético específico en las familias afectadas(AU)	2018-01-01 00:00:00	2019-07-10 00:00:00	CU419.1	['Humanos', 'Femenino', 'Embarazo', 'Diagnóstico Prenatal', 'Anomalía de Ebstein', 'Atención Prenatal', 'Cardiopatías Congénitas']	['Atención Prenatal', 'Cardiopatías Congénitas']
196	biblio-1009261	Percepciones de padres o acudientes sobre la salud y calidad de vida de sus hijos adolescentes escolarizados	Introducción. La percepción que tienen los padres o acudientes sobre la calidad de vida de sus hijos, permite realizar una valoración de la salud de los niños teniendo en cuenta las habilidades de participar plenamente en funciones y actividades físicas, sociales y psicosociales apropiadas para la edad. La investigación en la Calidad de Vida (CV) y calidad de vida relacionada con la salud en niños es un campo que, aunque reciente, ha tenido progresos importantes en los últimos años; para su valoración se han creado varios instrumentos de medición desde la perspectiva cuantitativa, pero son escasos los estudios que analizan las percepciones desde un enfoque cualitativo. Objetivo. Reconocer las percepciones que tienen los padres o acudientes sobre la salud y calidad de vida de sus hijos adolescentes. Metodología. Estudio cualitativo con la técnica de grupo focal en la que participaron 9 padres o acudientes. Se realizó un grupo focal, se grabó y transcribió la entrevista. Resultados. Se detectaron 11 categorías que hacen parte de la salud y calidad de vida en la etapa de los adolescentes escolarizados. Surgieron dimensiones que no son reportadas por instrumentos de calidad de vida relacionada con la salud como es la espiritualidad y la tecnología. Respecto a la espiritualidad, estudios han demostrado una correlación positiva fuerte entre los padres, religiosidad y reducción de conductas de riesgo de sus hijos/as. Conclusiones. Abordar a los padres o acudientes permitió identificar otros aspectos de la salud y calidad de vida que pueden afectar a sus hijos en la adolescencia. [Jaimes-Valencia ML, Fajardo-Nates S, Argüello JF, Mejía-Arciniegas CN, Rojas-Arenas LC, Gallo- Eugenio LM, León-Santos NR. Percepciones de padres o acudientes sobre la salud y calidad de vida de sus hijos adolescentes escolarizados. MedUNAB. 2019;21(3):314- 333. doi: 10.29375/01237047.2736]	2018-01-01 00:00:00	2019-08-15 00:00:00	CO179.1	['Salud de la Familia', 'Padres', 'Percepción', 'Calidad de Vida', 'Adolescente']	['Padres', 'Percepción', 'Calidad de Vida', 'Adolescente']
196	biblio-1009347	Percepciones de padres o acudientes sobre la salud y calidad de vida de sus hijos adolescentes escolarizados	Introducción. La percepción que tienen los padres o acudientes sobre la calidad de vida de sus hijos, permite realizar una valoración de la salud de los niños teniendo en cuenta las habilidades de participar plenamente en funciones y actividades físicas, sociales y psicosociales apropiadas para la edad. La investigación en la Calidad de Vida (CV) y calidad de vida relacionada con la salud en niños es un campo que, aunque reciente, ha tenido progresos importantes en los últimos años; para su valoración se han creado varios instrumentos de medición desde la perspectiva cuantitativa, pero son escasos los estudios que analizan las percepciones desde un enfoque cualitativo. Objetivo. Reconocer las percepciones que tienen los padres o acudientes sobre la salud y calidad de vida de sus hijos adolescentes. Metodología. Estudio cualitativo con la técnica de grupo focal en la que participaron 9 padres o acudientes. Se realizó un grupo focal, se grabó y transcribió la entrevista. Resultados. Se detectaron 11 categorías que hacen parte de la salud y calidad de vida en la etapa de los adolescentes escolarizados. Surgieron dimensiones que no son reportadas por instrumentos de calidad de vida relacionada con la salud como es la espiritualidad y la tecnología. Respecto a la espiritualidad, estudios han demostrado una correlación positiva fuerte entre los padres, religiosidad y reducción de conductas de riesgo de sus hijos/as. Conclusiones. Abordar a los padres o acudientes permitió identificar otros aspectos de la salud y calidad de vida que pueden afectar a sus hijos en la adolescencia. [Jaimes-Valencia ML, Fajardo-Nates S, Argüello JF, Mejía-Arciniegas CN, Rojas-Arenas LC, Gallo- Eugenio LM, León-Santos NR. Percepciones de padres o acudientes sobre la salud y calidad de vida de sus hijos adolescentes escolarizados. MedUNAB. 2019;21(3):314- 333. doi: 10.29375/01237047.2736]	2018-01-01 00:00:00	2019-08-16 00:00:00	CO179.1	['Salud de la Familia', 'Padres', 'Percepción', 'Calidad de Vida', 'Salud', 'Adolescente']	['Padres', 'Percepción', 'Calidad de Vida', 'Salud', 'Adolescente']
82	biblio-1010419		El objetivo del estudio fue evaluar la desproteinización del esmalte primario a través de los tipos de patrones de grabado, con y sin NaOCl 5% utilizado antes del grabado ácido con H3PO4 37%. Quince dientes primarios humanos extraídos se seleccionaron al azar para el presente estudio in vitro, se prepararon bloques de 1mm x 1 mm y se dividieron en dos grupos (n = 21). Estos grupos se trataron de la siguiente manera: Grupo A: Grabado ácido con H3PO4 37% en gel durante 15 segundosÍ¾ Grupo B: NaOCl 5% durante 60 segundos + Grabado ácido con H3PO4 37% durante 15 segundos. Las muestras se prepararon para el análisis de microscopía electrónica de barrido. Las imágenes obtenidas se evaluaron principalmente por la calidad de los grabados tipo I y II de la superficie del esmalte primario, utilizando el software Image J. Los datos se analizaron en cuanto a su normalidad mediante la prueba de KolgomorvSmirnov, se utilizó pruebas no paramétricas: Prueba de MannWhitney no pareada. Como resultado, se encontró que el área de superficie media de los valores de patrón de grabado de tipo I y II para el Grupo A era 1922,314 µm2 y el Grupo B era 3840,473 µm2. Finalmente, llegamos a la conclusión de que se puede usar la desproteinización con NaOCl 5% antes del grabado ácido para aumentar el área de adhesión y la calidad del patrón de grabado (AU)	2019-01-01 00:00:00	2019-08-28 00:00:00	AR29.1	['Humanos', 'Ácidos Fosfóricos', 'Hipoclorito de Sodio', 'Diente Primario', 'Grabado Ácido Dental', 'Esmalte Dental', 'Perú', 'Técnicas In Vitro', 'Microscopía Electrónica de Rastreo', 'Análisis Estadístico']	['Perú', 'Técnicas In Vitro', 'Microscopía Electrónica de Rastreo', 'Análisis Estadístico']
